tweet_id,favorite_count,retweet_count
734912297295085568,2874,551
734787690684657664,13197,6747
734776360183431168,2636,583
734559631394082816,1572,423
733828123016450049,3782,831
733822306246479872,3853,1078
733482008106668032,3303,1016
733460102733135873,4424,1367
733109485275860992,51654,17984
732732193018155009,2566,575
732726085725589504,3709,948
732585889486888962,3866,822
732375214819057664,8496,2699
732005617171337216,15688,5841
731285275100512256,3663,1052
731156023742988288,4027,1359
730924654643314689,6436,2116
730573383004487680,5161,2304
730427201120833536,3635,1112
730211855403241472,4014,1130
730196704625098752,5125,2049
729854734790754305,4236,1204
729838605770891264,1793,410
729823566028484608,4183,1323
729463711119904772,6093,2466
729113531270991872,1979,350
728986383096946689,3319,879
728760639972315136,4902,1820
728751179681943552,2912,725
728653952833728512,3474,1110
728409960103686147,5151,2145
728387165835677696,3847,1023
728046963732717569,4520,1256
728035342121635841,4769,1782
728015554473250816,4299,1166
727685679342333952,3078,683
727644517743104000,6186,1866
727524757080539137,4686,1304
727314416056803329,3486,802
727286334147182592,3193,871
727175381690781696,4059,1468
727155742655025152,3810,1412
726935089318363137,7222,2619
726887082820554753,4019,1606
726828223124897792,3727,1076
726224900189511680,4625,1228
725842289046749185,7397,2830
725786712245440512,4364,1450
725729321944506368,5435,1897
725458796924002305,1476,663
724983749226668032,3888,1389
724771698126512129,2483,688
724405726123311104,5552,1758
724049859469295616,4524,1888
724046343203856385,2786,595
724004602748780546,4384,1681
723912936180330496,4081,1307
723688335806480385,8081,3184
723673163800948736,3167,951
723179728551723008,5547,2003
722974582966214656,4310,1675
722613351520608256,5199,1745
721503162398597120,4883,1996
721001180231503872,2651,656
720785406564900865,3261,823
720775346191278080,2596,723
720415127506415616,4322,1593
720389942216527872,6720,2686
720340705894408192,3006,1037
720059472081784833,4071,1204
720043174954147842,5134,2140
719991154352222208,5059,1862
719704490224398336,4781,1547
719551379208073216,5293,2054
719367763014393856,2924,787
719339463458033665,4626,1335
719332531645071360,3577,1020
718971898235854848,3659,1169
718939241951195136,5489,1877
718631497683582976,19782,8621
718613305783398402,2557,514
718540630683709445,2603,1079
718460005985447936,2823,564
718454725339934721,5096,1607
718246886998687744,2021,534
718234618122661888,4063,1069
717841801130979328,2570,631
717790033953034240,3027,1204
717537687239008257,6026,1968
717428917016076293,1685,485
717421804990701568,3298,899
717047459982213120,6562,2033
717009362452090881,3424,1039
716802964044845056,4477,1255
716791146589110272,6260,1527
716730379797970944,1289,455
716447146686459905,13735,6289
716439118184652801,2478,227
716285507865542656,2913,1158
716080869887381504,7035,2049
715928423106027520,3345,932
715758151270801409,3916,1516
715733265223708672,4895,1801
715704790270025728,2929,605
715696743237730304,4093,1372
715680795826982913,4535,1730
715360349751484417,5735,1681
715342466308784130,3172,727
715220193576927233,2531,696
715200624753819648,5367,2013
715009755312439296,4365,1321
714982300363173890,3937,1108
714962719905021952,7708,4552
714957620017307648,4340,1515
714631576617938945,3426,1070
714606013974974464,3799,989
714485234495041536,2837,1236
714258258790387713,3152,764
714251586676113411,3427,897
714214115368108032,2378,939
714141408463036416,4516,1498
713919462244790272,3434,827
713909862279876608,2005,580
713900603437621249,2969,793
713761197720473600,5116,1472
713411074226274305,4626,1378
713177543487135744,7547,3018
713175907180089344,4675,1556
712809025985978368,19504,7192
712717840512598017,12952,5343
712668654853337088,4359,1298
712438159032893441,5581,1671
712309440758808576,257,25
712097430750289920,3979,1106
712092745624633345,3083,960
712085617388212225,3406,516
712065007010385924,2374,667
711998809858043904,0,134
711968124745228288,8456,2466
711743778164514816,2984,1052
711732680602345472,9313,4395
711694788429553666,34433,19515
711652651650457602,4057,979
711363825979756544,3835,1209
711306686208872448,3475,780
711008018775851008,3139,663
710997087345876993,4775,1488
710844581445812225,2670,736
710833117892898816,2822,576
710658690886586372,2423,604
710609963652087808,5033,2508
710588934686908417,4772,2000
710296729921429505,2485,787
710283270106132480,2240,550
710272297844797440,4747,1344
710269109699739648,2516,1205
710153181850935296,3051,956
710140971284037632,2900,954
710117014656950272,5776,2124
709918798883774466,3130,1140
709901256215666688,706,105
709852847387627521,3677,1276
709566166965075968,3720,1288
709556954897764353,3451,1136
709519240576036864,1562,256
709449600415961088,2337,628
709409458133323776,2744,740
709225125749587968,2521,609
709207347839836162,13234,6239
709198395643068416,2532,685
709179584944730112,2116,720
709158332880297985,2145,450
709042156699303936,4990,1753
708853462201716736,1885,701
708845821941387268,3123,957
708834316713893888,1781,538
708810915978854401,17322,7432
708738143638450176,2880,872
708711088997666817,2680,777
708479650088034305,2674,721
708469915515297792,3240,878
708400866336894977,16819,10821
708356463048204288,3796,1428
708349470027751425,2470,789
708149363256774660,4490,1646
708130923141795840,3556,892
708119489313951744,2819,1046
708109389455101952,2029,578
708026248782585858,4582,2043
707995814724026368,3282,1202
707983188426153984,51,2
707969809498152960,2833,1036
707776935007539200,3444,1012
707741517457260545,2621,653
707738799544082433,4298,2643
707693576495472641,3614,1072
707629649552134146,2709,940
707610948723478529,17833,6858
707420581654872064,2393,739
707411934438625280,2396,640
707387676719185920,3681,1392
707377100785885184,3448,1154
707315916783140866,2601,686
707297311098011648,2900,851
707059547140169728,2706,726
707038192327901184,2309,851
707021089608753152,4275,1465
707014260413456384,2427,641
706904523814649856,15322,8379
706901761596989440,2175,641
706681918348251136,3492,1035
706644897839910912,2711,1169
706593038911545345,2269,670
706538006853918722,3638,1512
706516534877929472,3256,1107
706346369204748288,3623,987
706310011488698368,22520,8540
706291001778950144,1788,500
706265994973601792,2866,983
706169069255446529,4103,2377
706166467411222528,5415,1722
706153300320784384,1567,414
705975130514706432,3259,789
705970349788291072,3298,953
705898680587526145,2499,598
705786532653883392,2052,561
705591895322394625,3331,1231
705475953783398401,3111,989
705442520700944385,4680,1758
705428427625635840,4017,1810
705239209544720384,3151,805
705223444686888960,2714,864
705102439679201280,2259,547
705066031337840642,2286,647
704871453724954624,4483,1191
704859558691414016,2374,583
704847917308362754,5374,1638
704819833553219584,2768,1068
704761120771465216,6971,3103
704499785726889984,3092,1069
704491224099647488,807,89
704480331685040129,3576,1131
704364645503647744,8445,3809
704347321748819968,1670,375
704134088924532736,1593,500
704113298707505153,1955,604
704054845121142784,3068,979
703774238772166656,1939,500
703769065844768768,3465,1215
703631701117943808,2729,740
703611486317502464,4062,1622
703425003149250560,3992,1481
703407252292673536,2583,745
703382836347330562,3683,1220
703356393781329922,2016,415
703268521220972544,2069,586
703079050210877440,7768,3322
703041949650034688,27766,13430
702932127499816960,2727,774
702899151802126337,1693,483
702684942141153280,3385,1156
702671118226825216,2312,602
702598099714314240,10877,3501
702539513671897089,3027,1022
702332542343577600,3363,1666
702321140488925184,3454,1102
702276748847800320,2606,817
702217446468493312,5060,1433
701981390485725185,3622,1063
701952816642965504,4007,1094
701889187134500865,3747,1473
701805642395348998,3616,1820
701601587219795968,2196,489
701570477911896070,2972,1002
701545186879471618,2799,656
701214700881756160,12859,5481
700890391244103680,2334,616
700864154249383937,2728,657
700847567345688576,2556,536
700796979434098688,2566,1029
700747788515020802,24033,10031
700518061187723268,2784,857
700505138482569216,2399,610
700462010979500032,4354,1929
700167517596164096,2789,800
700151421916807169,2359,707
700143752053182464,7932,2949
700062718104104960,2783,743
700029284593901568,2180,626
700002074055016451,3485,1444
699801817392291840,3212,1029
699788877217865730,2362,531
699779630832685056,2922,1328
699775878809702401,2064,649
699691744225525762,10805,4918
699446877801091073,6249,2800
699434518667751424,2284,543
699423671849451520,1446,353
699413908797464576,2179,664
699370870310113280,1983,470
699323444782047232,3326,924
699088579889332224,2350,674
699079609774645248,2580,704
699072405256409088,3158,1269
699060279947165696,3978,1935
699036661657767936,2745,1278
698989035503689728,3555,1055
698953797952008193,2849,969
698907974262222848,2673,664
698710712454139905,2600,729
698703483621523456,1525,406
698635131305795584,1354,364
698549713696649216,2441,661
698355670425473025,1972,484
698342080612007937,2381,1013
698262614669991936,5004,2149
698195409219559425,17636,6387
698178924120031232,2948,791
697995514407682048,1609,358
697990423684476929,3466,1386
697943111201378304,2530,738
697881462549430272,3171,1273
697630435728322560,1842,576
697616773278015490,3331,1083
697596423848730625,3196,1352
697575480820686848,2147,540
697516214579523584,2188,1214
697482927769255936,2550,722
697463031882764288,3591,1475
697270446429966336,4926,1990
697259378236399616,3459,1067
697255105972801536,3177,1239
697242256848379904,2648,712
696900204696625153,3359,1097
696894894812565505,2460,726
696886256886657024,5094,1920
696877980375769088,2567,761
696754882863349760,1549,382
696744641916489729,2177,1004
696713835009417216,2498,691
696518437233913856,4097,1816
696490539101908992,1282,156
696488710901260288,2674,1108
696405997980676096,3388,1217
696100768806522880,2041,713
695816827381944320,3163,1247
695794761660297217,3357,840
695767669421768709,1970,798
695629776980148225,4804,2247
695446424020918272,4595,1940
695409464418041856,9092,3823
695314793360662529,3833,1577
695095422348574720,2785,658
695074328191332352,2995,1183
695064344191721472,1688,641
695051054296211456,2808,841
694925794720792577,2832,977
694905863685980160,2901,1001
694669722378485760,37598,15488
694356675654983680,1587,312
694352839993344000,2146,665
694342028726001664,1658,523
694329668942569472,2112,537
694206574471057408,4404,2175
694183373896572928,3101,996
694001791655137281,3572,1107
693993230313091072,1970,434
693942351086120961,1823,395
693647888581312512,2840,635
693644216740769793,1416,135
693642232151285760,2671,445
693629975228977152,2584,856
693622659251335168,1627,398
693590843962331137,5336,2114
693582294167244802,1727,273
693486665285931008,1874,675
693280720173801472,3540,1327
693267061318012928,2515,878
693262851218264065,2351,536
693231807727280129,3015,786
693155686491000832,8305,3422
693109034023534592,1809,658
693095443459342336,1975,496
692919143163629568,2817,800
692905862751522816,2562,941
692901601640583168,1881,650
692894228850999298,2402,866
692828166163931137,3029,943
692752401762250755,7182,3888
692568918515392513,4576,1647
692535307825213440,3367,1452
692530551048294401,1942,449
692423280028966913,1556,245
692417313023332352,9837,3717
692187005137076224,2659,877
692158366030913536,2265,850
692142790915014657,1730,421
692041934689402880,3582,1362
692017291282812928,3017,1020
691820333922455552,4163,1774
691793053716221953,8537,4498
691756958957883396,3045,1096
691675652215414786,2050,544
691483041324204033,2498,607
691459709405118465,4281,1235
691444869282295808,2793,909
691416866452082688,20368,8195
691321916024623104,2711,707
691096613310316544,3120,953
691090071332753408,1799,359
690989312272396288,6233,3078
690959652130045952,3779,1345
690938899477221376,4361,2137
690932576555528194,3466,1095
690735892932222976,3983,1372
690728923253055490,2290,554
690690673629138944,2450,855
690649993829576704,1380,301
690607260360429569,305,17
690597161306841088,2071,646
690400367696297985,1976,488
690374419777196032,3433,925
690360449368465409,2780,955
690348396616552449,1586,549
690248561355657216,1773,439
690021994562220032,2948,1108
690015576308211712,2647,793
690005060500217858,3864,1808
689999384604450816,1506,400
689993469801164801,1544,489
689977555533848577,1445,479
689905486972461056,2564,744
689877686181715968,3186,1268
689835978131935233,2282,810
689661964914655233,3374,998
689659372465688576,10918,4161
689623661272240129,2352,692
689599056876867584,12255,5929
689557536375177216,2159,494
689517482558820352,3570,1531
689289219123089408,2376,1001
689283819090870273,3467,1188
689280876073582592,2103,771
689275259254616065,1218,263
689255633275777024,2700,1162
689154315265683456,3229,1075
689143371370250240,2132,552
688916208532455424,2878,933
688908934925697024,2231,828
688898160958271489,2220,845
688894073864884227,2355,743
688828561667567616,1460,398
688804835492233216,1012,209
688789766343622656,2338,714
688547210804498433,2751,756
688519176466644993,2438,788
688385280030670848,9787,4779
688211956440801280,2346,896
688179443353796608,2230,629
688116655151435777,2975,841
688064179421470721,1819,386
687841446767013888,5763,2709
687826841265172480,2881,1209
687818504314159109,2637,1015
687807801670897665,2519,754
687732144991551489,1857,701
687704180304273409,2574,898
687664829264453632,2041,549
687494652870668288,2014,615
687480748861947905,1686,261
687476254459715584,2079,572
687460506001633280,2158,585
687399393394311168,1998,676
687317306314240000,21179,9820
687312378585812992,4594,2036
687127927494963200,5761,2460
687124485711986689,2278,543
687109925361856513,6124,2641
687102708889812993,2471,1064
687096057537363968,2364,651
686947101016735744,9074,3411
686760001961103360,3705,1477
686749460672679938,3656,1563
686730991906516992,4378,1286
686683045143953408,2963,861
686618349602762752,3884,1458
686606069955735556,2003,583
686394059078897668,1841,728
686386521809772549,3436,943
686377065986265092,2344,601
686358356425093120,2320,730
686286779679375361,4221,1789
686050296934563840,2326,782
686035780142297088,1216,129
686034024800862208,3287,1252
686007916130873345,2613,450
686003207160610816,1923,678
685973236358713344,2222,564
685943807276412928,1719,646
685906723014619143,7931,3127
685681090388975616,2142,137
685667379192414208,2470,616
685663452032069632,3425,1571
685641971164143616,3092,836
685547936038666240,34746,16841
685532292383666176,3204,1234
685325112850124800,9993,4288
685321586178670592,2787,687
685315239903100929,3526,1160
685307451701334016,2178,473
685268753634967552,3265,1298
685198997565345792,2461,715
685169283572338688,4323,1528
684969860808454144,2492,410
684959798585110529,7188,3367
684940049151070208,3390,1120
684926975086034944,3686,503
684914660081053696,3693,1567
684902183876321280,1981,569
684880619965411328,2213,880
684830982659280897,36952,23215
684800227459624960,2857,1071
684594889858887680,9416,3801
684588130326986752,4336,1508
684567543613382656,3172,1326
684538444857667585,2792,1028
684481074559381504,4073,1253
684460069371654144,2083,596
684241637099323392,8592,3554
684225744407494656,1308,229
684222868335505415,4054,1479
684200372118904832,2281,1110
684195085588783105,2021,560
684188786104872960,3669,1258
684177701129875456,2124,724
684147889187209216,3141,1608
684122891630342144,2099,511
684097758874210310,4329,1546
683857920510050305,4005,1201
683852578183077888,2028,377
683849932751646720,2763,1052
683834909291606017,2761,1192
683828599284170753,2944,1138
683773439333797890,3526,1459
683742671509258241,6858,3573
683515932363329536,7756,3129
683498322573824003,3346,1032
683481228088049664,2775,1067
683462770029932544,2565,718
683449695444799489,4111,1726
683391852557561860,8027,2571
683357973142474752,3087,1007
683142553609318400,3035,1113
683111407806746624,3582,981
683098815881154561,2285,709
683078886620553216,2088,603
683030066213818368,2270,786
682962037429899265,38943,17942
682808988178739200,1868,194
682788441537560576,2605,1201
682750546109968385,1605,469
682697186228989953,1385,387
682662431982772225,3209,1163
682638830361513985,2164,647
682429480204398592,3616,1250
682406705142087680,7997,1894
682393905736888321,2360,734
682389078323662849,1762,503
682303737705140231,3252,1073
682259524040966145,4401,1308
682242692827447297,3426,1273
682088079302213632,19286,10644
682059653698686977,5234,1820
682047327939461121,3386,1038
682032003584274432,6938,2158
682003177596559360,3316,1645
681981167097122816,2931,1107
681891461017812993,2597,888
681694085539872773,13444,4348
681679526984871937,1854,482
681654059175129088,2786,997
681610798867845120,2011,509
681579835668455424,3731,1402
681523177663676416,15073,6252
681340665377193984,1729,299
681339448655802368,9776,4361
681320187870711809,2793,812
681302363064414209,4154,1969
681297372102656000,3364,1028
681281657291280384,3390,1182
681261549936340994,1531,296
681242418453299201,1574,581
681231109724700672,2518,519
681193455364796417,3904,1603
680970795137544192,2558,715
680959110691590145,4792,2141
680940246314430465,3387,1134
680934982542561280,2187,472
680913438424612864,2516,664
680889648562991104,1858,394
680836378243002368,3636,1429
680805554198020098,2277,711
680801747103793152,2491,890
680798457301471234,3006,1122
680609293079592961,2771,768
680583894916304897,3813,1446
680497766108381184,4457,2053
680494726643068929,1799,518
680473011644985345,2678,801
680440374763077632,1526,543
680221482581123072,1527,309
680206703334408192,2985,1260
680191257256136705,2255,540
680176173301628928,4101,1686
680161097740095489,2436,789
680145970311643136,3803,1871
680130881361686529,2407,1018
680115823365742593,2855,973
680100725817409536,3755,1467
680085611152338944,13455,9564
680070545539371008,2708,940
680055455951884288,17559,7628
679877062409191424,2069,691
679872969355714560,2286,713
679862121895714818,2583,667
679854723806179328,3013,1322
679844490799091713,2489,823
679828447187857408,38106,15067
679777920601223168,3238,1197
679736210798047232,2196,852
679729593985699840,2272,879
679722016581222400,1741,501
679530280114372609,5004,2222
679527802031484928,2781,775
679511351870550016,3538,1366
679503373272485890,3309,1590
679475951516934144,2202,686
679462823135686656,33330,20206
679405845277462528,2494,1288
679158373988876288,22551,8692
679148763231985668,2910,1103
679132435750195208,3108,1237
679111216690831360,6241,2737
679062614270468097,17904,8794
679047485189439488,2359,730
679001094530465792,2962,1320
678991772295516161,2437,1258
678969228704284672,1722,495
678800283649069056,2698,963
678798276842360832,3653,1272
678774928607469569,2933,986
678767140346941444,3702,1464
678764513869611008,1714,508
678755239630127104,7481,3536
678740035362037760,3937,1819
678708137298427904,5831,2600
678675843183484930,3008,1584
678643457146150913,2147,455
678446151570427904,4187,1673
678424312106393600,5660,2714
678410210315247616,4434,1952
678399652199309312,82523,33946
678396796259975168,1662,449
678389028614488064,1955,450
678380236862578688,2554,967
678341075375947776,1806,573
678334497360859136,1358,279
678278586130948096,11991,6486
678255464182861824,1655,397
678023323247357953,2012,411
678021115718029313,14382,6793
677961670166224897,3571,1793
677918531514703872,1411,436
677895101218201600,5042,2247
677716515794329600,3185,1030
677700003327029250,3548,1537
677698403548192770,1279,339
677687604918272002,2587,898
677673981332312066,3491,1599
677662372920729601,2033,1041
677644091929329666,1957,848
677573743309385728,2235,770
677565715327688705,1349,484
677557565589463040,2545,1239
677547928504967168,7222,3868
677530072887205888,1120,240
677335745548390400,3175,1907
677334615166730240,1417,314
677331501395156992,1139,252
677328882937298944,3787,1589
677314812125323265,1719,570
677301033169788928,1297,436
677269281705472000,2082,749
677228873407442944,3693,1741
677187300187611136,2849,983
676975532580409345,2893,1137
676957860086095872,2304,857
676949632774234114,1357,422
676948236477857792,2267,925
676946864479084545,1777,401
676942428000112642,2160,808
676936541936185344,13216,5218
676916996760600576,3088,1913
676897532954456065,2348,766
676864501615042560,2193,756
676821958043033607,24004,16590
676819651066732545,1875,704
676811746707918848,1472,449
676776431406465024,5195,2126
676617503762681856,3016,1045
676613908052996102,1138,207
676606785097199616,1959,465
676603393314578432,1220,412
676593408224403456,4754,2287
676590572941893632,949,135
676588346097852417,2434,847
676582956622721024,1256,297
676575501977128964,2694,1188
676533798876651520,1955,594
676496375194980353,1581,567
676470639084101634,12069,4949
676440007570247681,1790,703
676430933382295552,1454,364
676263575653122048,2160,580
676237365392908289,1273,309
676219687039057920,77738,32831
676215927814406144,1805,620
676191832485810177,2370,1084
676146341966438401,1990,706
676121918416756736,2226,1226
676101918813499392,2917,1225
676098748976615425,3122,1521
676089483918516224,1370,453
675898130735476737,1698,604
675891555769696257,2215,922
675888385639251968,2464,1016
675878199931371520,4333,1474
675870721063669760,1703,602
675853064436391936,2784,1368
675849018447167488,978,157
675845657354215424,2371,938
675822767435051008,1582,564
675820929667219457,1087,242
675798442703122432,10618,3573
675781562965868544,1682,501
675740360753160193,1210,366
675710890956750848,1957,869
675707330206547968,2056,734
675706639471788032,670,103
675534494439489536,1881,439
675531475945709568,1220,405
675522403582218240,1079,300
675517828909424640,1353,481
675501075957489664,17723,6125
675497103322386432,3249,1365
675489971617296384,1348,627
675483430902214656,1914,1022
675432746517426176,1577,597
675372240448454658,1755,531
675362609739206656,1080,240
675354435921575936,33901,18076
675349384339542016,4049,2377
675334060156301312,2876,1360
675166823650848770,3728,1695
675153376133427200,6488,2742
675149409102012420,3862,1768
675147105808306176,975,253
675146535592706048,1238,328
675145476954566656,2207,948
675135153782571009,1343,518
675113801096802304,2012,819
675111688094527488,994,265
675109292475830276,2889,1190
675047298674663426,1094,342
675015141583413248,2798,1260
675006312288268288,1011,236
675003128568291329,1599,497
674999807681908736,2317,1154
674805413498527744,887,370
674800520222154752,3098,901
674793399141146624,2578,1144
674790488185167872,1139,265
674788554665512960,834,218
674781762103414784,2063,1264
674774481756377088,1163,496
674767892831932416,1885,833
674764817387900928,807,249
674754018082705410,1402,469
674752233200820224,1500,487
674743008475090944,1447,582
674742531037511680,503,54
674739953134403584,1145,414
674737130913071104,662,96
674690135443775488,1184,487
674670581682434048,1659,686
674664755118911488,948,266
674646392044941312,1484,524
674644256330530816,1059,282
674638615994089473,1726,606
674632714662858753,1543,602
674606911342424069,963,103
674468880899788800,6401,2156
674447403907457024,1087,372
674436901579923456,1146,413
674422304705744896,1472,557
674416750885273600,704,146
674410619106390016,1228,484
674394782723014656,1538,598
674372068062928900,867,322
674330906434379776,577,76
674318007229923329,1449,538
674307341513269249,11633,7263
674291837063053312,15157,6160
674271431610523648,1609,760
674269164442398721,920,236
674265582246694913,1679,887
674262580978937856,1336,475
674255168825880576,1509,584
674082852460433408,772,177
674075285688614912,1005,300
674063288070742018,6530,2319
674053186244734976,3408,1355
674051556661161984,1480,503
674045139690631169,1459,666
674042553264685056,738,134
674038233588723717,1125,426
674036086168010753,863,224
674024893172875264,1828,1281
674019345211760640,1162,312
674014384960745472,1601,674
674008982932058114,1231,368
673956914389192708,1995,1005
673919437611909120,1196,383
673906403526995968,3272,1683
673887867907739649,953,262
673716320723169284,3145,792
673715861853720576,3627,2173
673711475735838725,1058,308
673709992831262724,868,284
673708611235921920,1101,299
673707060090052608,1124,405
673705679337693185,1285,413
673700254269775872,1477,595
673697980713705472,3897,2038
673689733134946305,1781,676
673688752737402881,1294,516
673686845050527744,1478,455
673680198160809984,1404,484
673662677122719744,1277,374
673656262056419329,734,253
673636718965334016,1138,376
673612854080196609,1623,748
673583129559498752,1219,381
673580926094458881,851,276
673576835670777856,1415,582
673363615379013632,1046,318
673359818736984064,1479,696
673355879178194945,1523,605
673352124999274496,1689,558
673350198937153538,757,221
673345638550134785,2584,1326
673343217010679808,993,280
673342308415348736,1300,610
673320132811366400,13772,8258
673317986296586240,885,270
673295268553605120,7686,3285
673270968295534593,1086,383
673240798075449344,1449,757
673213039743795200,2299,879
673148804208660480,1732,651
672997845381865473,2008,747
672995267319328768,975,308
672988786805112832,1000,303
672984142909456390,1277,563
672980819271634944,1849,1036
672975131468300288,1724,948
672970152493887488,970,368
672968025906282496,1338,566
672964561327235073,1452,662
672902681409806336,1394,521
672898206762672129,912,435
672884426393653248,1586,856
672877615439593473,1053,381
672834301050937345,1340,589
672828477930868736,1274,507
672640509974827008,990,333
672622327801233409,1321,513
672614745925664768,1249,605
672609152938721280,1139,401
672604026190569472,1135,415
672594978741354496,1354,624
672591762242805761,969,345
672591271085670400,744,190
672538107540070400,1049,382
672523490734551040,655,178
672488522314567680,1136,451
672482722825261057,1159,626
672481316919734272,728,128
672475084225949696,1464,722
672466075045466113,1383,557
672272411274932228,6581,3505
672267570918129665,1534,634
672264251789176834,1171,349
672256522047614977,2875,1607
672254177670729728,1463,765
672248013293752320,1760,629
672245253877968896,701,162
672239279297454080,914,330
672231046314901505,1873,1044
672222792075620352,802,217
672205392827572224,2308,1192
672169685991993344,1043,382
672160042234327040,887,369
672139350159835138,1783,740
672125275208069120,2455,1178
672095186491711488,1017,377
672082170312290304,960,377
672068090318987265,1324,530
671896809300709376,8633,4292
671891728106971137,1357,585
671882082306625538,3536,1419
671879137494245376,1447,707
671874878652489728,1273,576
671866342182637568,1146,516
671855973984772097,924,466
671789708968640512,7202,3601
671768281401958400,1220,542
671763349865160704,1715,954
671744970634719232,1373,796
671743150407421952,755,238
671735591348891648,1477,779
671729906628341761,8676,4498
671561002136281088,13093,7459
671550332464455680,935,213
671547767500775424,1376,613
671544874165002241,2026,1082
671542985629241344,1112,584
671538301157904385,940,409
671536543010570240,1201,420
671533943490011136,1040,597
671528761649688577,853,265
671520732782923777,1423,540
671518598289059840,969,302
671511350426865664,1642,748
671504605491109889,7179,3655
671497587707535361,935,460
671488513339211776,1031,483
671486386088865792,591,212
671485057807351808,775,239
671390180817915904,1449,755
671362598324076544,1131,301
671357843010908160,407,151
671355857343524864,486,116
671347597085433856,983,442
671186162933985280,753,218
671182547775299584,1148,356
671166507850801152,891,362
671163268581498880,1691,1140
671159727754231808,381,84
671154572044468225,736,225
671151324042559489,687,159
671147085991960577,689,235
671141549288370177,1190,672
671138694582165504,951,417
671134062904504320,764,199
671122204919246848,3571,2602
671115716440031232,1384,796
671109016219725825,1169,454
670995969505435648,1129,301
670842764863651840,25057,9026
670840546554966016,607,201
670838202509447168,1138,718
670833812859932673,457,128
670832455012716544,746,225
670826280409919488,5665,4189
670823764196741120,792,198
670822709593571328,624,99
670815497391357952,3240,1588
670811965569282048,1155,277
670807719151067136,1174,504
670804601705242624,2010,987
670803562457407488,347,89
670797304698376195,748,244
670792680469889025,850,286
670789397210615808,676,248
670786190031921152,610,207
670783437142401025,833,408
670782429121134593,1600,797
670780561024270336,796,297
670778058496974848,334,74
670764103623966721,1094,436
670755717859713024,452,115
670733412878163972,982,527
670727704916926465,843,372
670717338665226240,1238,510
670704688707301377,779,383
670691627984359425,600,251
670679630144274432,762,292
670676092097810432,257,44
670668383499735048,10935,5207
670474236058800128,1564,788
670468609693655041,359,87
670465786746662913,989,570
670452855871037440,560,214
670449342516494336,1217,694
670444955656130560,6852,2040
670442337873600512,656,203
670435821946826752,1074,533
670434127938719744,1432,667
670433248821026816,334,117
670428280563085312,1411,651
670427002554466305,528,170
670421925039075328,1337,657
670420569653809152,639,327
670417414769758208,581,330
670411370698022913,2070,931
670408998013820928,569,232
670403879788544000,442,162
670385711116361728,575,219
670374371102445568,759,277
670361874861563904,336,69
670338931251150849,436,114
670319130621435904,3937,1265
670303360680108032,436,139
670290420111441920,724,297
670093938074779648,1052,348
670086499208155136,713,262
670079681849372674,2265,1282
670073503555706880,1601,817
670069087419133954,647,252
670061506722140161,784,353
670055038660800512,683,342
670046952931721218,660,181
670040295598354432,770,115
670037189829525505,597,288
670003130994700288,342,96
669993076832759809,332,87
669972011175813120,454,168
669970042633789440,308,62
669942763794931712,520,172
669926384437997569,384,108
669923323644657664,242,59
669753178989142016,830,415
669749430875258880,277,67
669684865554620416,532,91
669683899023405056,396,114
669682095984410625,360,137
669680153564442624,681,299
669661792646373376,822,455
669625907762618368,3600,1864
669603084620980224,962,375
669597912108789760,520,155
669583744538451968,1515,958
669573570759163904,445,146
669571471778410496,1613,1049
669567591774625800,240,58
669564461267722241,395,128
669393256313184256,376,79
669375718304980992,1365,753
669371483794317312,506,187
669367896104181761,473,164
669363888236994561,639,237
669359674819481600,375,127
669354382627049472,2767,1307
669353438988365824,660,266
669351434509529089,450,194
669328503091937280,1031,430
669327207240699904,586,119
669324657376567296,504,214
669216679721873412,1210,414
669214165781868544,449,175
669203728096960512,1024,493
669037058363662336,675,322
669015743032369152,757,384
669006782128353280,589,258
669000397445533696,21276,6570
668994913074286592,451,240
668992363537309700,757,357
668989615043424256,696,338
668988183816871936,917,488
668986018524233728,565,173
668981893510119424,549,317
668979806671884288,808,357
668975677807423489,1328,602
668967877119254528,150,25
668960084974809088,721,245
668955713004314625,286,74
668932921458302977,273,59
668902994700836864,324,103
668892474547511297,403,155
668872652652679168,540,308
668852170888998912,463,171
668826086256599040,444,141
668815180734689280,583,279
668779399630725120,716,382
668655139528511488,542,223
668645506898350081,916,554
668643542311546881,899,543
668641109086707712,1098,555
668636665813057536,1062,502
668633411083464705,2877,1697
668631377374486528,735,326
668627278264475648,325,118
668625577880875008,395,138
668623201287675904,1470,800
668620235289837568,207,44
668614819948453888,622,322
668587383441514497,1698,1111
668567822092664832,250,57
668544745690562560,532,233
668542336805281792,471,222
668537837512433665,257,77
668528771708952576,472,232
668507509523615744,333,111
668496999348633600,420,135
668484198282485761,435,241
668480044826800133,471,153
668466899341221888,901,528
668297328638447616,632,306
668291999406125056,250,32
668286279830867968,517,142
668274247790391296,842,235
668268907921326080,565,243
668256321989451776,1329,636
668248472370458624,1013,501
668237644992782336,6324,2925
668226093875376128,305,106
668221241640230912,518,203
668204964695683073,560,200
668190681446379520,665,200
668171859951755264,503,201
668154635664932864,506,325
668142349051129856,576,294
668113020489474048,677,251
667937095915278337,1294,816
667924896115245057,307,113
667915453470232577,215,58
667911425562669056,498,311
667902449697558528,861,385
667886921285246976,1920,1118
667885044254572545,832,500
667878741721415682,400,122
667873844930215936,640,417
667866724293877760,3045,1058
667861340749471744,245,78
