tweet_id,favorite_count,retweet_count
802952499103731712,9706,2217
802624713319034886,0,3232
802600418706604034,7650,1626
802572683846291456,9610,2760
802323869084381190,17468,6446
802265048156610565,7101,1507
802239329049477120,9765,2875
802185808107208704,0,294
801958328846974976,8298,1885
801854953262350336,1891,259
801538201127157760,8825,2270
801285448605831168,6520,919
801167903437357056,26356,6565
801127390143516673,0,4388
801115127852503040,8698,2306
800859414831898624,741,107
800855607700029440,0,1801
800751577355128832,11295,3061
800513324630806528,14130,3323
800459316964663297,10178,2389
800443802682937345,0,4767
800388270626521089,11997,3103
800188575492947969,0,4348
800141422401830912,16456,2832
800018252395122689,30540,14549
799774291445383169,0,5173
799757965289017345,9049,2391
799422933579902976,8656,2113
799308762079035393,0,6115
799297110730567681,10670,3063
799063482566066176,8705,2725
798933969379225600,14166,4949
798925684722855936,7999,1589
798705661114773508,0,7294
798701998996647937,0,8621
798697898615730177,0,7192
798694562394996736,0,5481
798686750113755136,0,2571
798682547630837760,0,5218
798673117451325440,0,6125
798665375516884993,0,4292
798644042770751489,0,2040
798628517273620480,0,2169
798585098161549313,0,6298
798576900688019456,0,6480
798340744599797760,0,3716
798209839306514432,11172,2830
797971864723324932,12536,3470
797545162159308800,15611,5367
797236660651966464,21519,7331
797165961484890113,248,29
796904159865868288,0,9820
796865951799083009,8265,2102
796759840936919040,12784,3377
796563435802726400,0,8067
796484825502875648,8158,1949
796387464403357696,11845,4601
796177847564038144,0,15815
796149749086875649,34834,15815
796125600683540480,5317,1970
796116448414461957,9787,2678
796080075804475393,9100,2567
796031486298386433,11626,4071
795464331001561088,53622,26318
795400264262053889,10883,3168
795076730285391872,17476,5997
794983741416415232,0,3723
794926597468000259,11075,2555
794355576146903043,0,11362
794332329137291264,10306,2922
794205286408003585,9892,3656
793962221541933056,18124,5406
793845145112371200,9902,2073
793614319594401792,0,3444
793601777308463104,8584,1809
793500921481273345,11518,2628
793286476301799424,26497,10172
793271401113350145,9311,2617
793256262322548741,21519,9205
793241302385262592,11322,3619
793226087023144960,10597,3159
793210959003287553,9623,3108
793195938047070209,16434,6212
793180763617361921,7452,2196
793165685325201412,10127,3075
793150605191548928,6641,1884
793135492858580992,6968,2759
793120401413079041,13664,4324
792913359805018113,15438,4439
792883833364439040,12188,4720
792773781206999040,7906,1857
792394556390137856,14491,4734
792050063153438720,7731,1986
791821351946420224,0,23215
791784077045166082,0,10644
791780927877898241,0,4198
791774931465953280,48594,24509
791672322847637504,12655,3444
791406955684368384,14129,4550
791312159183634433,9457,2808
791026214425268224,0,4543
790987426131050500,10653,2360
790946055508652032,17879,5182
790723298204217344,0,2557
790698755171364864,8817,2104
790581949425475584,22242,7928
790337589677002753,8417,2062
790277117346975746,13494,3519
790227638568808452,0,3942
789986466051088384,9953,2557
789960241177853952,0,4577
789903600034189313,11183,4554
789628658055020548,8082,1970
789599242079838210,7286,2139
789530877013393408,12665,3723
789314372632018944,9257,2543
789280767834746880,0,5459
789268448748703744,9805,2842
789137962068021249,10438,3081
788908386943430656,29478,13660
788765914992902144,29507,11362
788552643979468800,0,7944
788412144018661376,16778,5851
788178268662984705,7791,2336
788150585577050112,6624,1437
788070120937619456,0,3773
788039637453406209,6605,1458
787810552592695296,9330,3363
787717603741622272,10984,3069
787397959788929025,11656,3125
787322443945877504,8377,1922
787111942498508800,0,7394
786963064373534720,28570,8809
786729988674449408,0,2662
786709082849828864,19539,6707
786664955043049472,11458,2828
786595970293370880,10109,3409
786363235746385920,11720,3862
786286427768250368,8570,3150
786233965241827333,16445,5259
786051337297522688,1548,169
786036967502913536,0,7781
785927819176054784,12204,3479
785872687017132033,7176,2012
785639753186217984,8391,2444
785533386513321988,9790,2209
785515384317313025,6543,1383
785264754247995392,7801,1800
785170936622350336,12999,5349
784826020293709826,10883,3555
784517518371221505,9637,2789
784431430411685888,6115,1410
784183165795655680,21595,8870
784057939640352768,32088,12267
783839966405230592,32253,11893
783821107061198850,7906,2158
783695101801398276,11215,3544
783466772167098368,9065,2480
783391753726550016,18103,6062
783347506784731136,0,6160
783334639985389568,31370,12905
783085703974514689,8732,2442
782969140009107456,25864,8083
782747134529531904,8013,1535
782722598790725632,18517,5933
782598640137187329,8336,2059
782305867769217024,17876,6126
782021823840026624,0,6858
781955203444699136,11916,3694
781661882474196992,11201,2977
781655249211752448,4293,1235
781524693396357120,22258,6090
781308096455073793,7639,2791
781251288990355457,9046,2308
781163403222056960,10466,2998
780931614150983680,23188,8067
780858289093574656,7710,2192
780800785462489090,5909,1428
780601303617732608,12945,3653
780543529827336192,6754,1905
780496263422808064,0,4075
780476555013349377,0,128
780459368902959104,5666,1175
780192070812196864,9326,2455
780092040432480260,0,2524
780074436359819264,13126,5486
779834332596887552,20356,7781
779377524342161408,9440,3412
779124354206535695,0,20206
779123168116150273,12647,3989
779056095788752897,15851,4960
778990705243029504,21468,7980
778774459159379968,0,10928
778764940568104960,917,403
778748913645780993,7391,1463
778650543019483137,6189,1636
778624900596654080,4986,1113
778408200802557953,14618,4771
778396591732486144,0,13430
778383385161035776,6243,1209
778286810187399168,11125,3629
778039087836069888,9077,2888
778027034220126208,7017,1778
777953400541634568,0,3862
777885040357281792,6807,1803
777684233540206592,12020,3232
777641927919427584,0,4659
777621514455814149,9392,2732
777189768882946048,15316,4747
776819012571455488,0,15067
776813020089548800,5219,1325
776477788987613185,9466,3071
776249906839351296,0,10031
776218204058357768,32095,17498
776201521193218049,10264,2763
776113305656188928,12569,4767
776088319444877312,1963,166
775898661951791106,0,17984
775842724423557120,12534,2933
775733305207554048,14805,4388
775729183532220416,13808,4998
775364825476165632,7949,3256
775350846108426240,10857,4279
775085132600442880,16620,5173
774757898236878852,9135,1936
774639387460112384,7183,1904
774314403806253056,23262,6115
773985732834758656,11480,4244
773922284943896577,6832,1892
773704687002451968,7058,1787
773670353721753600,5683,1418
773547596996571136,23573,6737
773336787167145985,0,5566
773308824254029826,24811,8170
773247561583001600,10063,3506
773191612633579521,10664,4493
772877495989305348,9153,4229
772826264096874500,8524,2542
772615324260794368,0,3687
772581559778025472,6911,1845
772193107915964416,6413,1510
772152991789019136,4036,1223
772117678702071809,4007,802
772114945936949249,2893,516
772102971039580160,4277,1011
771908950375665664,7020,2070
771770456517009408,12806,3716
771500966810099713,8837,2864
771380798096281600,11232,5566
771171053431250945,0,8258
771136648247640064,9807,3197
771102124360998913,6648,1563
771014301343748096,7331,1805
771004394259247104,0,240
770787852854652928,5293,1332
770772759874076672,5544,1540
770655142660169732,7814,1897
770414278348247044,6715,2250
770293558247038976,6658,1625
770093767776997377,0,3313
770069151037685760,8086,2512
769940425801170949,33563,10543
769695466921623552,6814,1808
769335591808995329,0,8379
769212283578875904,5753,1869
768970937022709760,15368,7135
768909767477751808,0,2950
768855141948723200,4470,968
768609597686943744,4390,1323
768596291618299904,5354,1389
768554158521745409,0,6349
768473857036525572,14546,3731
768193404517830656,11631,3862
767884188863397888,5072,1533
767754930266464257,17101,5870
767500508068192258,7984,2542
767191397493538821,13086,4152
767122157629476866,10802,3109
766864461642756096,0,6166
766793450729734144,5412,1479
766714921925144576,2780,422
766693177336135680,4303,862
766423258543644672,6417,1741
766313316352462849,7229,2048
766078092750233600,0,2830
766069199026450432,4564,942
766008592277377025,3986,537
765719909049503744,7723,2343
765669560888528897,5539,1326
765395769549590528,28120,3691
765371061932261376,7559,2350
765222098633691136,12377,3687
764857477905154048,6849,1926
764259802650378240,6447,1652
763956972077010945,788,59
763837565564780549,13436,4543
763183847194451968,5755,1605
763167063695355904,0,3285
763103485927849985,7835,2482
762699858130116608,12964,3942
762471784394268675,12009,7047
762464539388485633,10997,4577
762316489655476224,5124,1228
762035686371364864,34072,16968
761976711479193600,5750,2197
761750502866649088,0,4288
761745352076779520,4529,937
761672994376806400,52727,31569
761599872357261312,4392,1278
761371037149827077,0,19515
761334018830917632,5541,1576
761292947749015552,4746,1193
761227390836215808,5656,1692
761004547850530816,12035,3772
760893934457552897,4065,1058
760656994973933572,7031,2095
760641137271070720,5268,1405
760539183865880579,8055,3944
760521673607086080,4496,1519
760290219849637889,28513,12476
760252756032651264,4191,938
760190180481531904,6064,1966
760153949710192640,0,34
759943073749200896,6309,2271
759923798737051648,15618,6166
759846353224826880,7150,2152
759793422261743616,6335,2065
759566828574212096,0,22953
759557299618865152,5008,1272
759447681597108224,9015,2662
759446261539934208,1776,528
759197388317847553,6443,2115
759159934323924993,0,1265
759099523532779520,15466,4533
759047813560868866,6927,2190
758854675097526272,3773,970
758828659922702336,11874,4162
758740312047005698,6085,1742
758474966123810816,4064,1077
758467244762497024,5103,2419
758405701903519748,5528,2092
758355060040593408,3656,1180
758099635764359168,20408,10928
758041019896193024,2875,406
757741869644341248,7315,3534
757729163776290825,0,8794
757725642876129280,4825,1320
757611664640446465,4846,1213
757597904299253760,0,316
757596066325864448,4616,1147
757400162377592832,16094,7414
757393109802180609,6198,1896
757354760399941633,4795,1546
756998049151549440,6655,2155
756939218950160384,7063,2179
756651752796094464,5384,1428
756526248105566208,11049,3922
756303284449767430,4198,1176
756288534030475264,45415,18966
756275833623502848,6835,1652
755955933503782912,7790,3134
755206590534418437,17478,5835
755110668769038337,22545,12013
754874841593970688,0,8692
754856583969079297,7300,2740
754747087846248448,2736,568
754482103782404096,5642,2115
754449512966619136,3977,797
754120377874386944,8315,2536
753655901052166144,6208,2360
753420520834629632,8399,3866
753398408988139520,6145,2080
753375668877008896,8100,2524
753298634498793472,0,6252
753294487569522689,3606,1127
753039830821511168,39369,22702
753026973505581056,4126,1055
752932432744185856,13385,7394
752917284578922496,7310,1706
752701944171524096,0,3129
752682090207055872,6353,1741
752660715232722944,4671,1711
752568224206688256,5868,2470
752519690950500352,7828,3732
752334515931054080,4046,1191
752309394570878976,0,18076
752173152931807232,6312,2000
751950017322246144,3263,1009
751937170840121344,5529,1459
751830394383790080,6147,2121
751793661361422336,6212,3154
751598357617971201,8375,3294
751583847268179968,4672,1208
751538714308972544,5337,1374
751456908746354688,3393,1080
751251247299190784,13240,6350
751205363882532864,6687,1979
751132876104687617,5389,1411
750868782890057730,5059,1501
750719632563142656,13995,5459
750506206503038976,4707,1244
750429297815552001,13961,4659
750383411068534784,4819,1228
750381685133418496,731,32
750147208377409536,3280,1046
750132105863102464,3850,1375
750117059602808832,4586,1406
750101899009982464,3220,911
750086836815486976,2303,591
750071704093859840,8335,3613
750056684286914561,3323,970
750041628174217216,3363,670
750026558547456000,2875,855
750011400160841729,3435,984
749996283729883136,3212,875
749981277374128128,5415,2645
749774190421639168,4920,1418
749417653287129088,6454,1804
749403093750648834,2783,590
749395845976588288,9109,3744
749317047558017024,5805,2394
749075273010798592,6094,2234
749064354620928000,5067,1629
749036806121881602,3281,843
748977405889503236,11331,3669
748932637671223296,6187,2444
748705597323898880,2927,1023
748699167502000129,5008,1726
748692773788876800,4482,1435
748575535303884801,6411,2153
748568946752774144,2303,726
748346686624440324,5520,1338
748337862848962560,8136,4451
748324050481647620,3913,827
748307329658011649,3876,772
748220828303695873,14935,8397
747963614829678593,6109,2313
747933425676525569,7000,2756
747885874273214464,3120,1063
747844099428986880,2962,810
747816857231626240,5124,1253
747651430853525504,1458,170
747648653817413632,13616,6303
747600769478692864,2452,591
747594051852075008,3902,1134
747512671126323200,5861,1709
747461612269887489,4083,1112
747439450712596480,5724,2074
747242308580548608,0,3103
747219827526344708,5570,1705
747204161125646336,3573,992
747103485104099331,10108,4304
746906459439529985,3046,318
746872823977771008,6326,2313
746818907684614144,5592,1856
746790600704425984,5150,1712
746757706116112384,10096,4198
746726898085036033,6372,1928
746542875601690625,5317,2008
746521445350707200,0,1058
746507379341139972,4884,1165
746369468511756288,6506,1770
746131877086527488,7283,2369
746056683365994496,3747,874
745789745784041472,4250,1147
745712589599014916,7376,2496
745433870967832576,7486,2729
745422732645535745,9045,2614
745314880350101504,7562,2981
745074613265149952,8263,3797
745057283344719872,7631,2447
744995568523612160,3135,671
744971049620602880,8313,2897
744709971296780288,5897,1674
744334592493166593,7137,2296
744234799360020481,164861,84041
744223424764059648,1788,401
743980027717509120,4376,1168
743895849529389061,3832,1027
743835915802583040,0,2244
743609206067040256,4723,1480
743595368194129920,19468,7055
743545585370791937,3715,1002
743510151680958465,8327,3964
743253157753532416,4465,1307
743222593470234624,6531,2046
743210557239623680,4036,1463
742534281772302336,7421,3817
742528092657332225,4675,2137
742465774154047488,7653,4172
742423170473463808,10363,4075
742385895052087300,7159,2138
742161199639494656,4571,1472
742150209887731712,5410,1672
741793263812808706,4801,1619
741743634094141440,8610,2969
741438259667034112,3870,896
741303864243200000,9240,3477
741099773336379392,10578,5949
741067306818797568,9949,3313
740995100998766593,6732,2969
740711788199743490,3588,1002
740699697422163968,2983,841
740676976021798912,19111,7294
740373189193256964,36608,14269
740365076218183684,2611,469
740359016048689152,3473,916
740214038584557568,7038,2109
739979191639244800,21010,6349
739932936087216128,4268,1155
739844404073074688,3988,915
739623569819336705,4010,1455
739606147276148736,5667,1776
739544079319588864,41750,22953
739485634323156992,7570,3157
739238157791694849,121867,62269
738891149612572673,113,6
738885046782832640,3965,1223
738883359779196928,3515,870
738537504001953792,5362,1672
738402415918125056,3428,907
738184450748633089,4530,1296
738166403467907072,9258,3649
738156290900254721,2663,700
737826014890496000,5544,1887
737800304142471168,10501,3712
737678689543020544,5304,1431
737445876994609152,10819,4783
737322739594330112,3795,870
737310737551491075,15434,7941
736736130620620800,4540,1861
736392552031657984,18665,7944
736365877722001409,4193,1344
736225175608430592,8544,2965
736010884653420544,8302,3188
735991953473572864,3779,1229
735648611367784448,4213,1176
735635087207878657,6491,2521
735274964362878976,13656,5439
735256018284875776,3508,950
735137028879360001,3291,1038
